年份,排名,品牌LOGO,国别,品牌名称,销量,占品牌份额
2021,81,https://i.img16888.com/carlogo75/129115.gif,中国,岚图汽车,6791,0.03%
2021,82,https://i.img16888.com/carlogo75/128931.gif,中国,睿蓝汽车,6700,0.03%
2021,83,https://i.img16888.com/carlogo75/57552.gif,中国,福田,5940,0.03%
2021,84,https://i.img16888.com/carlogo75/129128.gif,中国,极氪,5808,0.03%
2021,85,https://i.img16888.com/carlogo75/127863.gif,中国,云度,5361,0.03%
2021,86,https://i.img16888.com/carlogo75/128514.gif,中国,思铭,4815,0.02%
2021,87,https://i.img16888.com/carlogo75/126360.gif,中国,腾势,4783,0.02%
2021,88,https://i.img16888.com/carlogo75/57396.gif,中国,猎豹汽车,4158,0.02%
2021,89,https://i.img16888.com/carlogo75/128947.gif,中国,创维汽车,4088,0.02%
2021,90,https://i.img16888.com/carlogo75/128342.gif,中国,江铃集团新能源,3840,0.02%
2021,91,https://i.img16888.com/carlogo75/126157.gif,中国,观致,3732,0.02%
2021,92,https://i.img16888.com/carlogo75/127130.gif,德国,宝沃,3612,0.02%
2021,93,https://i.img16888.com/carlogo75/128391.gif,中国,福田乘用车,3307,0.02%
2021,94,https://i.img16888.com/carlogo75/57710.gif,中国,力帆汽车,3278,0.02%
2021,95,https://i.img16888.com/carlogo75/126283.gif,中国,北汽制造,3057,0.01%
2021,96,https://i.img16888.com/carlogo75/58085.gif,中国,众泰,2943,0.01%
2021,97,https://i.img16888.com/carlogo75/128793.gif,中国,合创,2902,0.01%
2021,98,https://i.img16888.com/carlogo75/57645.gif,中国,开瑞,2826,0.01%
2021,99,https://i.img16888.com/carlogo75/128283.gif,中国,爱驰,2698,0.01%
2021,100,https://i.img16888.com/carlogo75/128201.gif,中国,欧尚汽车,2581,0.01%
2021,101,https://i.img16888.com/carlogo75/124659.gif,中国,理念,2513,0.01%
2021,102,https://i.img16888.com/carlogo75/128128.gif,中国,ARCFOX极狐,2490,0.01%
2021,103,https://i.img16888.com/carlogo75/128556.gif,中国,国机智骏,2333,0.01%
2021,104,https://i.img16888.com/carlogo75/128195.gif,中国,大运汽车,2328,0.01%
2021,105,https://i.img16888.com/carlogo75/128694.gif,中国,广汽集团,2081,0.01%
2021,106,https://i.img16888.com/carlogo75/57375.gif,中国,北汽昌河,2045,0.01%
2021,107,https://i.img16888.com/carlogo75/126042.gif,法国,DS,1936,0.01%
2021,108,https://i.img16888.com/carlogo75/57404.gif,中国,野马汽车,1637,0.01%
2021,109,https://i.img16888.com/carlogo75/129366.gif,中国,小虎,1368,0.01%
2021,110,https://i.img16888.com/carlogo75/126663.gif,日本,五十铃,1220,0.01%
2021,111,https://i.img16888.com/carlogo75/129212.gif,中国,华晨新日,816,-
2021,112,https://i.img16888.com/carlogo75/128098.gif,中国,瑞驰新能源,815,-
2021,113,https://i.img16888.com/carlogo75/126179.gif,中国,北汽威旺,800,-
2021,114,https://i.img16888.com/carlogo75/124944.gif,中国,江铃,642,-
2021,115,https://i.img16888.com/carlogo75/126810.gif,中国,北汽新能源,442,-
2021,116,https://i.img16888.com/carlogo75/128177.gif,中国,新特汽车,268,-
2021,117,https://i.img16888.com/carlogo75/127697.gif,中国,驭胜,225,-
2021,118,https://i.img16888.com/carlogo75/57601.gif,中国,广汽吉奥,150,-
2021,119,https://i.img16888.com/carlogo75/128710.gif,中国,云雀汽车,145,-
2021,120,https://i.img16888.com/carlogo75/57929.gif,荷兰,世爵,121,-
2021,121,https://i.img16888.com/carlogo75/128310.gif,中国,长安凯程,86,-
2021,122,https://i.img16888.com/carlogo75/57699.gif,法国,雷诺,83,-
2021,123,https://i.img16888.com/carlogo75/126546.gif,中国,北汽幻速,23,-
2021,124,https://i.img16888.com/carlogo75/57749.gif,中国,陆风,2,-
2022,1,https://i.img16888.com/carlogo75/57411.gif,德国,大众,2360707,10.22%
2022,2,https://i.img16888.com/carlogo75/57500.gif,日本,丰田,1878183,8.13%
2022,3,https://i.img16888.com/carlogo75/57328.gif,中国,比亚迪,1843553,7.98%
2022,4,https://i.img16888.com/carlogo75/57305.gif,日本,本田,1411391,6.11%
2022,5,https://i.img16888.com/carlogo75/125976.gif,中国,五菱汽车,1107535,4.8%
2022,6,https://i.img16888.com/carlogo75/57378.gif,中国,长安,1047577,4.54%
2022,7,https://i.img16888.com/carlogo75/57604.gif,中国,吉利汽车,1017407,4.41%
2022,8,https://i.img16888.com/carlogo75/57823.gif,中国,奇瑞,876583,3.8%
2022,9,https://i.img16888.com/carlogo75/57864.gif,日本,日产,814010,3.53%
2022,10,https://i.img16888.com/carlogo75/126359.gif,美国,特斯拉,710865,3.08%
2022,11,https://i.img16888.com/carlogo75/57354.gif,美国,别克,673377,2.92%
2022,12,https://i.img16888.com/carlogo75/57248.gif,德国,宝马,665047,2.88%
2022,13,https://i.img16888.com/carlogo75/57229.gif,德国,奥迪,623616,2.7%
2022,14,https://i.img16888.com/carlogo75/126026.gif,中国,哈弗,616550,2.67%
2022,15,https://i.img16888.com/carlogo75/57279.gif,德国,奔驰,606287,2.63%
2022,16,https://i.img16888.com/carlogo75/57765.gif,中国,名爵,443223,1.92%
2022,17,https://i.img16888.com/carlogo75/57563.gif,中国,广汽传祺,347835,1.51%
2022,18,https://i.img16888.com/carlogo75/57584.gif,中国,红旗,311091,1.35%
2022,19,https://i.img16888.com/carlogo75/57891.gif,中国,荣威,286018,1.24%
2022,20,https://i.img16888.com/carlogo75/58001.gif,韩国,现代,273378,1.18%
2022,21,https://i.img16888.com/carlogo75/128138.gif,中国,广汽埃安,271156,1.17%
2022,22,https://i.img16888.com/carlogo75/58024.gif,美国,雪佛兰,231111,1%
2022,23,https://i.img16888.com/carlogo75/57534.gif,美国,福特,215668,0.93%
2022,24,https://i.img16888.com/carlogo75/57651.gif,美国,凯迪拉克,215278,0.93%
2022,25,https://i.img16888.com/carlogo75/57474.gif,中国,东风风神,184425,0.8%
2022,26,https://i.img16888.com/carlogo75/127597.gif,中国,领克,180166,0.78%
2022,27,https://i.img16888.com/carlogo75/127954.gif,中国,捷途,180067,0.78%
2022,28,https://i.img16888.com/carlogo75/126292.gif,中国,长安欧尚,174307,0.75%
2022,29,https://i.img16888.com/carlogo75/128139.gif,中国,哪吒汽车,152073,0.66%
2022,30,https://i.img16888.com/carlogo75/128651.gif,中国,思皓,149580,0.65%
2022,31,https://i.img16888.com/carlogo75/128465.gif,德国,捷达,147279,0.64%
2022,32,https://i.img16888.com/carlogo75/57979.gif,瑞典,沃尔沃,146297,0.63%
2022,33,https://i.img16888.com/carlogo75/128434.gif,中国,理想,133246,0.58%
2022,34,https://i.img16888.com/carlogo75/57838.gif,韩国,起亚,129907,0.56%
2022,35,https://i.img16888.com/carlogo75/129278.gif,中国,坦克,123881,0.54%
2022,36,https://i.img16888.com/carlogo75/126372.gif,中国,蔚来,122485,0.53%
2022,37,https://i.img16888.com/carlogo75/126388.gif,中国,东风风行,122300,0.53%
2022,38,https://i.img16888.com/carlogo75/128463.gif,中国,吉利几何,120772,0.52%
2022,39,https://i.img16888.com/carlogo75/127959.gif,中国,小鹏汽车,120757,0.52%
2022,40,https://i.img16888.com/carlogo75/128161.gif,中国,零跑汽车,111168,0.48%
2022,41,https://i.img16888.com/carlogo75/125808.gif,中国,宝骏,105084,0.46%
2022,42,https://i.img16888.com/carlogo75/126073.gif,中国,启辰,100912,0.44%
2022,43,https://i.img16888.com/carlogo75/129431.gif,中国,东风纳米,95260,0.41%
2022,44,https://i.img16888.com/carlogo75/129405.gif,中国,AITO,90217,0.39%
2022,45,https://i.img16888.com/carlogo75/57772.gif,日本,马自达,89785,0.39%
2022,46,https://i.img16888.com/carlogo75/127364.gif,中国,东风风光,84759,0.37%
2022,47,https://i.img16888.com/carlogo75/128306.gif,中国,欧拉,78143,0.34%
2022,48,https://i.img16888.com/carlogo75/57301.gif,中国,奔腾,76530,0.33%
2022,49,https://i.img16888.com/carlogo75/57725.gif,美国,林肯,73093,0.32%
2022,50,https://i.img16888.com/carlogo75/129128.gif,中国,极氪,71941,0.31%
2022,51,https://i.img16888.com/carlogo75/57338.gif,法国,标致,61518,0.27%
2022,52,https://i.img16888.com/carlogo75/128931.gif,中国,睿蓝汽车,60838,0.26%
2022,53,https://i.img16888.com/carlogo75/128414.gif,中国,星途,53441,0.23%
2022,54,https://i.img16888.com/carlogo75/58044.gif,法国,雪铁龙,52439,0.23%
2022,55,https://i.img16888.com/carlogo75/126169.gif,中国,北京汽车,51769,0.22%
2022,56,https://i.img16888.com/carlogo75/126162.gif,中国,上汽大通MAXUS,47209,0.2%
2022,57,https://i.img16888.com/carlogo75/57954.gif,捷克,斯柯达,44770,0.19%
2022,58,https://i.img16888.com/carlogo75/127628.gif,中国,魏牌,36381,0.16%
2022,59,https://i.img16888.com/carlogo75/57909.gif,日本,三菱,36159,0.16%
2022,60,https://i.img16888.com/carlogo75/128741.gif,中国,新宝骏,34816,0.15%
2022,61,https://i.img16888.com/carlogo75/126778.gif,中国,凯翼,34342,0.15%
2022,62,https://i.img16888.com/carlogo75/128893.gif,中国,凌宝汽车,34331,0.15%
2022,63,https://i.img16888.com/carlogo75/129599.gif,中国,深蓝汽车,33492,0.15%
2022,64,https://i.img16888.com/carlogo75/57756.gif,英国,路虎,29957,0.13%
2022,65,https://i.img16888.com/carlogo75/129035.gif,中国,飞凡汽车,29780,0.13%
2022,66,https://i.img16888.com/carlogo75/128027.gif,中国,威马汽车,29467,0.13%
2022,67,https://i.img16888.com/carlogo75/128000.gif,中国,国金汽车,28000,0.12%
2022,68,https://i.img16888.com/carlogo75/57272.gif,中国,北京,25689,0.11%
2022,69,https://i.img16888.com/carlogo75/127717.gif,中国,SWM斯威汽车,22756,0.1%
2022,70,https://i.img16888.com/carlogo75/57631.gif,英国,捷豹,20780,0.09%
2022,71,https://i.img16888.com/carlogo75/126837.gif,中国,雷丁,20556,0.09%
2022,72,https://i.img16888.com/carlogo75/129115.gif,中国,岚图汽车,19873,0.09%
2022,73,https://i.img16888.com/carlogo75/128793.gif,中国,合创,19621,0.08%
2022,74,https://i.img16888.com/carlogo75/128195.gif,中国,大运汽车,18960,0.08%
2022,75,https://i.img16888.com/carlogo75/128947.gif,中国,创维汽车,16417,0.07%
2022,76,https://i.img16888.com/carlogo75/57620.gif,中国,江汽集团,14062,0.06%
2022,77,https://i.img16888.com/carlogo75/57477.gif,中国,东南,13406,0.06%
2022,78,https://i.img16888.com/carlogo75/126909.gif,中国,御捷新能源,12464,0.05%
2022,79,https://i.img16888.com/carlogo75/128310.gif,中国,长安凯程,12091,0.05%
2022,80,https://i.img16888.com/carlogo75/57404.gif,中国,野马汽车,11878,0.05%
2022,81,https://i.img16888.com/carlogo75/128772.gif,中国,SRM鑫源,10730,0.05%
2022,82,https://i.img16888.com/carlogo75/128260.gif,中国,东风富康,10699,0.05%
2022,83,https://i.img16888.com/carlogo75/128514.gif,中国,思铭,10023,0.04%
2022,84,https://i.img16888.com/carlogo75/126360.gif,中国,腾势,9978,0.04%
2022,85,https://i.img16888.com/carlogo75/128128.gif,中国,ARCFOX极狐,9829,0.04%
2022,86,https://i.img16888.com/carlogo75/126283.gif,中国,北汽制造,9759,0.04%
2022,87,https://i.img16888.com/carlogo75/128342.gif,中国,江铃集团新能源,9452,0.04%
2022,88,https://i.img16888.com/carlogo75/126518.gif,中国,中国重汽,7219,0.03%
2022,89,https://i.img16888.com/carlogo75/129212.gif,中国,华晨新日,6512,0.03%
2022,90,https://i.img16888.com/carlogo75/57571.gif,中国,海马,6333,0.03%
2022,91,https://i.img16888.com/carlogo75/129260.gif,中国,电动屋,6019,0.03%
2022,92,https://i.img16888.com/carlogo75/129455.gif,中国,百智新能源,5656,0.02%
2022,93,https://i.img16888.com/carlogo75/129366.gif,中国,小虎,5157,0.02%
2022,94,https://i.img16888.com/carlogo75/57645.gif,中国,开瑞,5032,0.02%
2022,95,https://i.img16888.com/carlogo75/57639.gif,德国,smart,4794,0.02%
2022,96,https://i.img16888.com/carlogo75/128283.gif,中国,爱驰,4626,0.02%
2022,97,https://i.img16888.com/carlogo75/129158.gif,中国,智己汽车,4576,0.02%
2022,98,https://i.img16888.com/carlogo75/58067.gif,日本,英菲尼迪,4377,0.02%
2022,99,https://i.img16888.com/carlogo75/128452.gif,中国,天际汽车,3128,0.01%
2022,100,https://i.img16888.com/carlogo75/126042.gif,法国,DS,2683,0.01%
2022,101,https://i.img16888.com/carlogo75/128694.gif,中国,广汽集团,2567,0.01%
2022,102,https://i.img16888.com/carlogo75/128710.gif,中国,云雀汽车,2015,0.01%
2022,103,https://i.img16888.com/carlogo75/57612.gif,美国,Jeep,1857,0.01%
2022,104,https://i.img16888.com/carlogo75/57802.gif,日本,讴歌,1675,0.01%
2022,105,https://i.img16888.com/carlogo75/124659.gif,中国,理念,1503,0.01%
2022,106,https://i.img16888.com/carlogo75/129624.gif,中国,阿维塔,757,-
2022,107,https://i.img16888.com/carlogo75/126528.gif,中国,福汽启腾,653,-
2022,108,https://i.img16888.com/carlogo75/127863.gif,中国,云度,516,-
2023,1,https://i.img16888.com/carlogo75/57328.gif,中国,比亚迪,2568956,11.84%
2023,2,https://i.img16888.com/carlogo75/57411.gif,德国,大众,2228213,10.27%
2023,3,https://i.img16888.com/carlogo75/57500.gif,日本,丰田,1702496,7.85%
2023,4,https://i.img16888.com/carlogo75/57305.gif,日本,本田,1201618,5.54%
2023,5,https://i.img16888.com/carlogo75/57378.gif,中国,长安,969379,4.47%
2023,6,https://i.img16888.com/carlogo75/57604.gif,中国,吉利汽车,914752,4.22%
2023,7,https://i.img16888.com/carlogo75/125976.gif,中国,五菱汽车,771117,3.55%
2023,8,https://i.img16888.com/carlogo75/57864.gif,日本,日产,673539,3.1%
2023,9,https://i.img16888.com/carlogo75/57229.gif,德国,奥迪,664607,3.06%
2023,10,https://i.img16888.com/carlogo75/57248.gif,德国,宝马,646152,2.98%
2023,11,https://i.img16888.com/carlogo75/57279.gif,德国,奔驰,620099,2.86%
2023,12,https://i.img16888.com/carlogo75/126359.gif,美国,特斯拉,603664,2.78%
2023,13,https://i.img16888.com/carlogo75/57354.gif,美国,别克,516733,2.38%
2023,14,https://i.img16888.com/carlogo75/57823.gif,中国,奇瑞,498491,2.3%
2023,15,https://i.img16888.com/carlogo75/126026.gif,中国,哈弗,493642,2.28%
2023,16,https://i.img16888.com/carlogo75/128138.gif,中国,广汽埃安,480366,2.21%
2023,17,https://i.img16888.com/carlogo75/57584.gif,中国,红旗,378706,1.75%
2023,18,https://i.img16888.com/carlogo75/128434.gif,中国,理想,371923,1.71%
2023,19,https://i.img16888.com/carlogo75/57563.gif,中国,广汽传祺,355068,1.64%
2023,20,https://i.img16888.com/carlogo75/58001.gif,韩国,现代,240792,1.11%
2023,21,https://i.img16888.com/carlogo75/126292.gif,中国,长安欧尚,229449,1.06%
2023,22,https://i.img16888.com/carlogo75/127597.gif,中国,领克,205766,0.95%
2023,23,https://i.img16888.com/carlogo75/127954.gif,中国,捷途,203305,0.94%
2023,24,https://i.img16888.com/carlogo75/57651.gif,美国,凯迪拉克,183577,0.85%
2023,25,https://i.img16888.com/carlogo75/57534.gif,美国,福特,182448,0.84%
2023,26,https://i.img16888.com/carlogo75/58024.gif,美国,雪佛兰,168588,0.78%
2023,27,https://i.img16888.com/carlogo75/128465.gif,德国,捷达,166552,0.77%
2023,28,https://i.img16888.com/carlogo75/126372.gif,中国,蔚来,159888,0.74%
2023,29,https://i.img16888.com/carlogo75/57979.gif,瑞典,沃尔沃,147174,0.68%
2023,30,https://i.img16888.com/carlogo75/57891.gif,中国,荣威,145437,0.67%
2023,31,https://i.img16888.com/carlogo75/128161.gif,中国,零跑汽车,144155,0.66%
2023,32,https://i.img16888.com/carlogo75/127959.gif,中国,小鹏汽车,140900,0.65%
2023,33,https://i.img16888.com/carlogo75/129278.gif,中国,坦克,137425,0.63%
2023,34,https://i.img16888.com/carlogo75/126360.gif,中国,腾势,124415,0.57%
2023,35,https://i.img16888.com/carlogo75/129599.gif,中国,深蓝汽车,123968,0.57%
2023,36,https://i.img16888.com/carlogo75/129128.gif,中国,极氪,118685,0.55%
2023,37,https://i.img16888.com/carlogo75/57474.gif,中国,东风风神,114753,0.53%
2023,38,https://i.img16888.com/carlogo75/128139.gif,中国,哪吒汽车,103019,0.47%
2023,39,https://i.img16888.com/carlogo75/129405.gif,中国,AITO,101631,0.47%
2023,40,https://i.img16888.com/carlogo75/57765.gif,中国,名爵,98883,0.46%
2023,41,https://i.img16888.com/carlogo75/57772.gif,日本,马自达,88564,0.41%
2023,42,https://i.img16888.com/carlogo75/128306.gif,中国,欧拉,88016,0.41%
2023,43,https://i.img16888.com/carlogo75/57301.gif,中国,奔腾,85256,0.39%
2023,44,https://i.img16888.com/carlogo75/126169.gif,中国,北京汽车,83815,0.39%
2023,45,https://i.img16888.com/carlogo75/129817.gif,中国,吉利银河,83491,0.38%
2023,46,https://i.img16888.com/carlogo75/57725.gif,美国,林肯,71588,0.33%
2023,47,https://i.img16888.com/carlogo75/57838.gif,韩国,起亚,68258,0.31%
2023,48,https://i.img16888.com/carlogo75/126073.gif,中国,启辰,65310,0.3%
2023,49,https://i.img16888.com/carlogo75/128463.gif,中国,吉利几何,62616,0.29%
2023,50,https://i.img16888.com/carlogo75/128414.gif,中国,星途,58309,0.27%
2023,51,https://i.img16888.com/carlogo75/126388.gif,中国,东风风行,51479,0.24%
2023,52,https://i.img16888.com/carlogo75/128651.gif,中国,思皓,50876,0.23%
2023,53,https://i.img16888.com/carlogo75/129115.gif,中国,岚图汽车,50279,0.23%
2023,54,https://i.img16888.com/carlogo75/57338.gif,法国,标致,44373,0.2%
2023,55,https://i.img16888.com/carlogo75/57639.gif,德国,smart,42292,0.19%
2023,56,https://i.img16888.com/carlogo75/127628.gif,中国,魏牌,41008,0.19%
2023,57,https://i.img16888.com/carlogo75/126778.gif,中国,凯翼,40210,0.19%
2023,58,https://i.img16888.com/carlogo75/129158.gif,中国,智己汽车,38253,0.18%
2023,59,https://i.img16888.com/carlogo75/57272.gif,中国,北京,33119,0.15%
2023,60,https://i.img16888.com/carlogo75/127364.gif,中国,东风风光,32429,0.15%
2023,61,https://i.img16888.com/carlogo75/125808.gif,中国,宝骏,31786,0.15%
2023,62,https://i.img16888.com/carlogo75/126162.gif,中国,上汽大通MAXUS,30523,0.14%
2023,63,https://i.img16888.com/carlogo75/128128.gif,中国,ARCFOX极狐,30016,0.14%
2023,64,https://i.img16888.com/carlogo75/57756.gif,英国,路虎,29295,0.14%
2023,65,https://i.img16888.com/carlogo75/58044.gif,法国,雪铁龙,27115,0.12%
2023,66,https://i.img16888.com/carlogo75/129431.gif,中国,东风纳米,26579,0.12%
2023,67,https://i.img16888.com/carlogo75/127717.gif,中国,SWM斯威汽车,24015,0.11%
2023,68,https://i.img16888.com/carlogo75/129624.gif,中国,阿维塔,23485,0.11%
2023,69,https://i.img16888.com/carlogo75/57954.gif,捷克,斯柯达,22809,0.11%
2023,70,https://i.img16888.com/carlogo75/57631.gif,英国,捷豹,22756,0.1%
2023,71,https://i.img16888.com/carlogo75/128195.gif,中国,大运汽车,22160,0.1%
2023,72,https://i.img16888.com/carlogo75/129035.gif,中国,飞凡汽车,21012,0.1%
2023,73,https://i.img16888.com/carlogo75/130028.gif,中国,江淮汽车,20100,0.09%
2023,74,https://i.img16888.com/carlogo75/128947.gif,中国,创维汽车,18630,0.09%
2023,75,https://i.img16888.com/carlogo75/126283.gif,中国,北汽制造,16676,0.08%
2023,76,https://i.img16888.com/carlogo75/128793.gif,中国,合创,15980,0.07%
2023,77,https://i.img16888.com/carlogo75/129928.gif,中国,长安启源,15684,0.07%
2023,78,https://i.img16888.com/carlogo75/128931.gif,中国,睿蓝汽车,15273,0.07%
2023,79,https://i.img16888.com/carlogo75/128893.gif,中国,凌宝汽车,14601,0.07%
2023,80,https://i.img16888.com/carlogo75/129579.gif,中国,瑞风汽车,14368,0.07%
2023,81,https://i.img16888.com/carlogo75/57620.gif,中国,江汽集团,14200,0.07%
2023,82,https://i.img16888.com/carlogo75/129569.gif,中国,金杯新能源,13414,0.06%
2023,83,https://i.img16888.com/carlogo75/128772.gif,中国,SRM鑫源,13235,0.06%
2023,84,https://i.img16888.com/carlogo75/57909.gif,日本,三菱,11978,0.06%
2023,85,https://i.img16888.com/carlogo75/129864.gif,中国,曹操汽车,11866,0.05%
2023,86,https://i.img16888.com/carlogo75/128310.gif,中国,长安凯程,11717,0.05%
2023,87,https://i.img16888.com/carlogo75/129884.gif,中国,江淮钇为,11383,0.05%
2023,88,https://i.img16888.com/carlogo75/57571.gif,中国,海马,10293,0.05%
2023,89,https://i.img16888.com/carlogo75/129848.gif,中国,蓝电,8927,0.04%
2023,90,https://i.img16888.com/carlogo75/128342.gif,中国,江铃集团新能源,7632,0.04%
2023,91,https://i.img16888.com/carlogo75/128000.gif,中国,国金汽车,7350,0.03%
2023,92,https://i.img16888.com/carlogo75/58067.gif,日本,英菲尼迪,5924,0.03%
2023,93,https://i.img16888.com/carlogo75/129959.gif,中国,方程豹,5712,0.03%
2023,94,https://i.img16888.com/carlogo75/126518.gif,中国,中国重汽,5699,0.03%
2023,95,https://i.img16888.com/carlogo75/128260.gif,中国,东风富康,5394,0.02%
2023,96,https://i.img16888.com/carlogo75/130023.gif,中国,昊铂,5251,0.02%
2023,97,https://i.img16888.com/carlogo75/128535.gif,中国,高合汽车,4829,0.02%
2023,98,https://i.img16888.com/carlogo75/128430.gif,中国,SERES赛力斯,2734,0.01%
2023,99,https://i.img16888.com/carlogo75/128514.gif,中国,思铭,2099,0.01%
2023,100,https://i.img16888.com/carlogo75/129260.gif,中国,电动屋,2028,0.01%
2023,101,https://i.img16888.com/carlogo75/129775.gif,中国,仰望,2001,0.01%
2023,102,https://i.img16888.com/carlogo75/129897.gif,中国, iCar,1445,0.01%
2023,103,https://i.img16888.com/carlogo75/129366.gif,中国,小虎,979,-
2023,104,https://i.img16888.com/carlogo75/129997.gif,中国,极石,912,-
2023,105,https://i.img16888.com/carlogo75/130040.gif,中国,智界,899,-
2023,106,https://i.img16888.com/carlogo75/130048.gif,中国,极越,774,-
2023,107,https://i.img16888.com/carlogo75/57477.gif,中国,东南,759,-
2023,108,https://i.img16888.com/carlogo75/126042.gif,法国,DS,553,-
2023,109,https://i.img16888.com/carlogo75/128741.gif,中国,新宝骏,548,-
2023,110,https://i.img16888.com/carlogo75/128694.gif,中国,广汽集团,393,-
2023,111,https://i.img16888.com/carlogo75/128452.gif,中国,天际汽车,359,-
2023,112,https://i.img16888.com/carlogo75/57802.gif,日本,讴歌,146,-
2023,113,https://i.img16888.com/carlogo75/128283.gif,中国,爱驰,111,-
2023,114,https://i.img16888.com/carlogo75/124659.gif,中国,理念,103,-
2023,115,https://i.img16888.com/carlogo75/57645.gif,中国,开瑞,76,-
2023,116,https://i.img16888.com/carlogo75/126528.gif,中国,福汽启腾,53,-
2023,117,https://i.img16888.com/carlogo75/126157.gif,中国,观致,23,-
2023,118,https://i.img16888.com/carlogo75/58064.gif,中国,一汽,16,-
2023,119,https://i.img16888.com/carlogo75/126837.gif,中国,雷丁,1,-
